IMO number	1st name	/ nationality	owner	operator	completion year	shipyard	yard / hull number	engine design	engine type	power output (KW)	maximum speed (Kn)	overall length (m)	overall beam (m)	maximum draught (m)	maximum TEU capacity	container capacity at 14t (TEU)	reefer containers (TEU)	deadweight (ton)	gross tonnage (ton)	handling gear	exname 1	exname 2	exname 3	exname 4	exname 5	exname 6	exname 7	exname 8	exname 9
8404886	ALEKO KONSTANTINOV	Bulgaria	Navigation Maritime Bulgare	Bulcon	1985	Georgi Dimitrov Shipyard, Bulgaria	302	B&W;	6L67GF	9.636	17,4	158,86	22,86	9,03	919		0	15.442	12.554	None									
9105009	SOPHIE RICKMERS	Antigua	Rickmers & Cie		1995 / 09	Stocznia Szczecinska S.A., Poland	188/1/1	MAN	6L58/64	7.800	17,5	132,90	23,10	7,70	907	503	70	9.290	8.633	2 x 40	SEA GALE-07								
8321644	KARIN S	Malta	Transyug Shipping		1984 / 00	HDW Nobiskrug, Germany	719			6.990		151.1	22,90	8,40	1033			14.265	10.688		JEBSEN SOUTHLAND-88	KARIN S-89	EMCOL CARRIER	ATLANTA	ALEXANDER I-13				
8403595	HANNOVERLAND	Malta	CMA -CGM	CMA-CGM	1984 / 12	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	0946	DEU	SBV8M540	6.998	17,5	148,60	21,80	8,50	856		80	12.816	9.764	2 x 80	LLOYD LONDRES-86	HANNOVERLAND-86	ACT 9-90	COLUMBUS OREGON-91	HANNOVERLAND-91	SEA BEACH-93	HANNOVERLAND-94	MAERSK LA PLATA-97	CHRISTINE EBERHARD-97
9015486	NEPTUNE ALEXANDRITE	Singapore	Mitsui OSK	APL	1992 / 10	Koyo Dockyard Co. Ltd., Japan	2028	B&W;	9K90MC	26.630	24,5	288,00	32,30	11,20	3821	3056	200	59.603	49.716	None	NEPTUNE ALEXANDRITE-01	APL ALEXANDRITE-02	MOL IDEAL-03	APL ALEXANDRITE (Broken up)					
9043770	BROOKLYN BRIDGE	Panama	Cyprus Maritime	K-Line	1993	Tsuneishi Shipbuilding Co., Japan	1001	B&W;	10L80MC	30597	24,0	276,50	32,30	12,00	3720	2746	258	47.425	48.237	None	CHANG JIANG BRIDGE-09	ALEXANDER-10	CCNI FORTALEZA-11	ALEXANDER-11	HELIX BRIDGE-11				
9328649	ALEXANDER B	Antigua	Tesch Beredning	CMA-CGM	2006 / 02	Detlef Hegemann Rolandwerft GmbH & Co. KG, Germany	226	B&W;	7S50SC	11.060	19,9	154,60	24,50	9,00	1221	915	178	17.150	14.036	None	MAERSK RUNDVIK-07								
9164237	ADRIAN MAERSK	Denmark	Maersk Line	Maersk	1998 / 07	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	673	B&W;	7S50MC	14.000	18,0	155,00	25,00	8,40	1092	890	206	17.526	14.063	None									
9347798	ALEXANDER SIBUM	Cyprus	Sibum Bernd Reederei	White Line	2007 / 01	Yangfan Ship Group, China	2028	B&W;	8L48/60B	9.600	18,8	139,20	22,60	8,80	957	604	256	11.500	10.000	2 x 40	VENTO DI GRECALE-11								
9635676	ALEXANDRA	Panama	Technomar Shipping	Maersk	2013 / 03	Hyundai Samho Heavy Industries Co. Ltd., South Korea	S621								6900	4950													
9225407	ALEXANDRA	Liberia	Patjens Reederei	PIL	2000 / 10	Stocznia Gdansk S.A., Poland	8184/03	B&W;	7S70MC	21.735	22,5	211,80	32,20	12,00	2732	2267	450	39.300	32.214	3 x 45	ALEXANDRA	MAERSK PLYMOUTH-06	ALEXANDRA P-07	OOCL KEELUNG-09	ALEXANDRA P-11	KOTA PERABU			
9152739	ALEXANDRA RICKMERS	Liberia	Rickmers & Cie	CMA-CGM	1997 / 12	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	659	B&W;	7S70MD	19.667	20,5	195,50	30,20	11,00	2230	1744	297	30.781	25.900	3 x 45	CONTSHIP LONDON-05	CP LONDON-06							
9409039	ALEXANDRIA BRIDGE	Panama	Kawasaki Kisen Kaisha	K-Line	2009 / 11	Hyundai Heavy Industries Ltd. Co, South Korea	1975	SUL	8RT-flex82C	38.845	24,5	262,00	32,20	12,50	4300	3000	600	51.314	40.839	None									
9308625	MAAS TRADER	Cyprus	Buss Hermann		2006 / 03	Yangfan Ship Group, China	2021	B&W;	8L48/60B	9.600	18,8	139,20	22,60	8,80	957	604	256	11.500	10.000	2 x 40									
9369083	ALEXIA	Antigua	Intersee Schiffahrt		2008 / 01	Damen Hoogezand Scheepswerf B.V., Foxtol, Netherlands	7303	MAK	9M32	4.320	14,0	145,60	18,30	7,50	667	421	60	10.600	7.878	2 x 60									
9399789	ALGARROBO	Germany	NSC Schiffahrtsgeselschaft		2008 / 12	Yangfan Ship Group, China	2053	B&W;	7L70 MCC	22.890	21,3	224,20	31,00	12,20	2797	2150	638	35.471	32.901	None									
9339612	ALGOL	Singapore	Algol Transport	Hamburg Sd	2006 / 09	Jiangsu Yangzijiang Shipbuilding Co. Ltd, China	685C	B&W;	8S50MCC	12.640	20,0	161,30	25,00	9,50	1347	925	413	17.350	16.107	2 x 45	USL CONDOR-09								
9341110	SANTA BIANCA	Liberia	Offen Claus-Peter Reederei		2007 / 12	Hyundai Mipo Dockyards Ltd. Co, South Korea	0465	B&W;	7K80MC-C	25.279	24,0	221,20	30,00	12,00	2824	2030	586	39.241	27.779	None	CAP BIANCO-12								
9000730	ALIANCA BRASIL	Brazil	Alianca Navegacao	Alianca	1994 / 08	CCN - Chia Comercio e Navegacao , Brazil	195	SUL	6RTA76	16.240	18,5	200,20	32,30	12,00	2161	1850	650	32.984	28.397	2 x 40									
9000742	ALIANCA EUROPA	Brazil	Alianca Navegacao	Alianca	1995 / 05	CCN - Chia Comercio e Navegacao , Brazil	196	SUL	6RTA76	16.240	18,5	200,20	32,30	12,00	2161	1850	650	32.984	28.397	2 x 40									
9007269	BETELGEUSE	Brasil	V Ships Brasil	Alianca	1992	EMAQ	403	SUL	7RTA62	14.210	19,0	192,20	32,20	11,91	2233		200	33.621	30.225	3 x 40t	BETELGEUSE								
9273961	CAP NELSON	Brazil	Columbia Shipmanagment	Hamburg Sd	2004 / 02	Kvaerner Warnow-Werft GmbH, Germany	035	B&W;	7L70MC	19.810	21,0	208,40	29,80	12,50	2524	1850	481	33.750	25.705	3 x 45	SANTOS EXPRESS-07	CAP NELSON-12							
9007271	BELATRIX	Brasil	V Ships Brasil	Alianca	1992 / 09	EMAQ	404	SUL	7RTA62	14.210	19,0	192,20	32,20	11,91	2233		200	33.621	30.225	3 x 40t									
9301988	CALA PANCALDO	Liberia	Eurobulk		2007 / 07	Stocznia Szczecinska S.A., Poland	178/III/01	B&W;	7K80MC-C	26.270	22,5	211,00	32,20	12,20	2785	2170	432	37.125	31.980	3 x 45	CALA PANCALDO-09	MSC CAMEROUN-10	ARTUS-10	CMA CGM TELOPEA-12	EM PSARA-12	ARTUS-13			
9273923	CAP CARMEL	Brazil	Columbia Shipmanagment	Hamburg Sd	2003 / 07	Kvaerner Warnow-Werft GmbH, Germany	032	B&W;	7L70MC	19.810	21,0	208,40	29,80	12,50	2524	1850	481	33.750	25.705	3 x 45	ALIANCA SANTOS-10								
8018974	MONTE ROSA	Liberia	Hamburg Sd	Alianca	1981 / 11	A.G. Weser Seebeckwerft, Germany	1029	SUL	6RND76	10.592	19,0	184,90	28,00	10,00	1185	824	278	23.520	24.270	None	COLUMBUS CANTEBERY-03								
9322231	ALICE	Antigua	Reederei A Harmsdorf		2005 / 10	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	452	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	962			12.400	9.850		SITC PASSION-12								
9152765	ALICE RICKMERS	Liberia	Rickmers & Cie		1998 / 03	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	662	B&W;	7S70MD	19.667	20,5	195,60	30,20	10,50	2230	1744	297	30.781	25.900	3 x 45	CGM CEZANNE 00	DIRECT KEA-04	KOTA MAJU-12						
9326940	HOLLAND MAAS HABANA	Liberia	Doehle Peter Schiffahrts	Borchard Line	2005 / 06	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1251	MAK	9M43	8.400	18,5	134,40	22,50	8,70	868	585	204	11.200	9.990	2 x 45	HOLLAND MAAS HABANA-06	MSC YORKSHIRE-07							
9202481	MIRA	Liberia	Zappenfeld H		2000 / 04	Hanjin Heavy Industries Co. Ltd., South Korea	643	B&W;	7 S60MC	15.785	20,0	168,70	27,20	8,50	1600		273	19.450	17.167	3 x 40	P&O; NEDLLOYD CANTERBURY-03	YM HAKATA-04	CALA PAESTUM-09						
9468085	BELUGA MODIFICATION	Gibraltar	Gebrder Ahrens		2010 / 04	Jiangzhou Shipyard Co, China	JZ 1017	MAK	6M43	5.400	15,5	138,10	21,00	8,00	665	542	25	12.780	9.611	2 x 180	ALINA-10	BELUGA FAITH							
9178288	LIONMAX	Liberia	Ahrenkiel CF KG	NYK	2000 / 04	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	761	B&W;	7S70MD	28.337	20,5	195,60	30,20	11,00	2226	1745	300	28.337	25.900	3 x 45	CORRADO-03								
9339600	ALIOTH	Singapore	Alioth Transport	CMA-CGM	2006 / 05	Jiangsu Yangzijiang Shipbuilding Co. Ltd, China	684C	B&W;	8S50MCC	12.640	20,0	161,30	25,00	9,50	1347	925	413	17.350	16.107	2 x 45									
9366421	ALKIN KALKAVAN	Turkey	Kalkavan K	Turkon	2006 / 10	Sedef Shipbuilding Industry Inc., Turkey	139	B&W;	6L60MC	11.475	19,0	149,00	22,70	7,80	1155		250	12.545	9.978										
9295945	CHAITEN	Liberia	Doehle Peter Schiffahrts	MSC	2006 / 04	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	827	SUL	10RTA96C	54.946	25,6	275,80	40,10	14,00	5527	4200	500	67.970	64.270	None	"CHAITEN-!"""								
9127459	MING CONTAINER	Taiwan	Arkas Group	Yang Ming	1997	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	633	B&W;	7S50MC	9.562	19,6	168,80	27,30	8,40	1471	1140	100	18.100	15.120	None	YM CONTAINER-07								
9246554	RUTH BORCHARD	Antigua	Doehle Peter Schiffahrts		2004 / 08	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1142	MAK	9M43	8.400	18,5	134,00	22,50	8,70	868	600	201	11.200	9.990		RUTH BORCHARD-06	ALLEGRO-07	RUTH BORCHARD-09	ALLEGRO					
9183415	COMET	Germany	Gebrder Winter	Delphis	1998 / 06	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1169	MWM	TBD645L9	3.825	15,5	101,10	18,70	6,60	508	285	120	5.300	3.999	None									
9491484	AALDERDIJK	Liberia	Navigia Shipmanagement BV		2011 / 06	Sainty Shipbuilding, China	07STIG140				20,0	168.0	26.0		1349			20.200	17.368	None	JRS LUPUS-13								
8501426	MING PLENTY	Bermuda	Anglo Eastern Ship Managment	Hapag-Lloyd	1987	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	314	SUL	8RTA76	17.425	21,5	270,00	32,30	11,50	3266	2347	119	40.845	40.464	None	LYKES AMBASSADOR-05	CP AMBASSADOR-06							
9064322	ALTAVIA	Liberia	Dauelsberg Hermann		1995	Stocznia Gdynia S.A., Poland	8113/01	SUL	6RTA72	17930	21,5	188,00	30,00	11,50	2078		300	30.743	23.691	3 x 45	CHOYANG FORTUNE-97	MAERSK SANTOS-99	MAERSK NAGOYA-02	SAFMARINE TUGELA-07					
9217553	ALTONIA	Germany	Doehle Peter Schiffahrts	MOL	2000	Stocznia Szczecinska S.A., Poland	170/1/24	SUL	6RTA62U	13320	19,6	184,70	25,30	10,00	1728	1124	200	22.800	16.801	3 x 45	CSAV MAESELLA-00	MAERSK BUFFALO-02	SAFMARINE BUFFALO-03	ALTONA C-04	SAFMARINE MGENI-06	GERMAN SENATOR-	MOL ULTIMATE		
9525883	ALULA	Qutar	United Arab shipping	UASC	2012 / 02	Samsung Shipbuilding & Heavy industries Co. Ltd, South Korea	1879	B&W;	12K98ME-7	71.760	26,0	366,00	48,40	15,50	13296	9200	1.000	142.400	158.000	None									
9169134	MARE SICULUM	Antigua	Hansa Mare & Co	K-Line	1998 / 12	Hyundai Heavy Industries Ltd. Co, South Korea	1102	SUL	9RTA84C	36.460	25,5	260,70	32,30	12,00	4038	2863	405	52.357	40.306	None	WESER BRIDGE-04	P&O; NEDLLOYD TIGER-05	MAERSK TANGIER-06	MUMBAI EXPRESS-07	MAERSK DULLES-09	NUOVA AUSTRALIA			
9166649	GEMINI	Liberia	Maritime Gesellschafft		1998 / 03	Thyssen Nordseewerke GmbH, Germany	519	MIT	8UEC60LS	16.000	21,0	207,40	29,80	11,60	2466	1880	400	34.119	25.713	3 x 45	CAP ORTEGAL-99	CAP ORTEGAL	CMA-CGM DELACRUX-02	CAP ORTEGAL-09					
9217565	AMANDA	Antigua	Doehle Peter Schiffahrts	Yangming	2001 / 01	Stocznia Szczecinska S.A., Poland	170/1/25	SUL	6RTA62U	13320	19,6	184,70	25,30	10,00	1728	1124	200	22.800	16.801	3 x 45	LIBRA LIVORNO-03	AMANDA-04	MOL AMERICAS-06	YM SANTOS-09	AMANDA	NYK LOTUS			
9004190	NORDISLE	Cyprus	Far-Eastern Shipping Co (FESCO)		1991	Meeres-Technik-Wismar, Germany	191	SUL	5RTA58	7950	17,8	156,70	22,90	8,60	1050	661	125	14.245	11.998	2 x 40	TSL BRAVO-92	NORDISLE-95	MAERSK ASIA OCTAVO-96	NORDISLE-97	MEKHANIK MOLDOVANOV-10				
9333541	AMAZONEBORG	Netherlands	Wagenborg Shipping Bv		2006 / 11	Hudong Zhonghua Shipbuilding Group, China	1364A	WAR	8L46B		18,0	143,00	21,50	9,70	962			17.323	5.650	3x									
9409027	AMBASSADOR BRIDGE	Panama	Kawasaki Kisen Kaisha	K-Line	2009 / 08	Hyundai Heavy Industries Ltd. Co, South Korea	1974	SUL	8RT-flex82C	32.544	24,5	262,00	32,20	12,50	4300	3000	560	51.314	40.839	None									
9491472	AMERDIJK	Liberia	Navigia Shipmanagement BV		2010 / 10 10	Sainty Shipbuilding, China	07STIG139				20,0	168.0	26.0		1349			20.200	17.368	None									
9114268	LAURITZEN CHILE	Lituania	Limarko Shipping		1997 / 12	Sedef Shipbuilding Industry Inc., Turkey	105	B&W;	6L48/60	6.300	18,0	122,00	18,60	7,30	580		No Info	7.233	6.242	2 x 40	AMERICA FEEDER-03	CMA CGM LIVERPOOL-04							
9365659	AMERICABORG	Netherlands	Wagenborg Shipping Bv		2007 / 06	Hudong Zhonghua Shipbuilding Group, China	H1391A	WAR	8L46B	7.800	18,0	143,00	21,50	9,70	962	640	60	17.323	11,894	3x 120									
9365659	AMERICABORG	Netherlands	Wagenborg Shipping Bv		2007 / 06	Hudong Zhonghua Shipbuilding Group, China	H1391A	WAR	8L46B	7.800	18,0	143,00	21,50	9,70	962	640	60	17.323	11,894	3x 120									
9365661	AFRICABORG	Netherlands	Wagenborg Shipping Bv		2007 / 12	Hudong Zhonghua Shipbuilding Group, China		WAR	8L46B	7.800	18,0	143,00	21,50	9,70	962	640	60	17.323	11,894	3x 120	AFRICABORG-11	CCNI TOPOCALMA-12							
9603233	FERNANDO MAGELHANES	Germany	Hamburg Sd	Hamburg sud	2013 / 02	Shanghai Shipyard, China	1208	B&W;	7 S70ME-C8	23.000	20,0	228.1	37,20		3800	2450	500	52.065	42.564	none									
8215778	DAVID BLUHM	Panama	Konway maritime		1983 / 00	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	856	MAK	6M601	4.411		123,00	20,20		671				8.328										
9635640	AMOLIANI	Liberia	Aeolos Management	Maersk	2013 / 01	Hyundai Samho Heavy Industries Co. Ltd., South Korea	S605	SUL	8 RTFlex 82T	33.670	22,5	270,00	42,80	14,50	6900	4950		79.890		None									
9264776	AMSTEL TRADER	Netherlands	Reider Shipping		2003 / 09	Yangfan Ship Group, China	2010	MAK	7M43	6.300	18,0	132,60	19,20	7,20	660	395	116	9.500	8.500	2 x 50									
9333527	AMSTELBORG	Netherlands	Wagenborg Shipping Bv		2006 / 09	Hudong Zhonghua Shipbuilding Group, China	1362A	WAR	8L46B	7.800	18,0	143,00	21,50	9,70	962	640	60	17.323	11,894	3x 120									
9347621	NORMED AMSTERDAM	Antigua	Normed International		2007 / 01	Daehan Shipbilding Ltd, South Korea	H502	MAK	6M43	3.972	16,5	127,90	19,0	8,70	687			10.000	7.000										
9289051	PHILIPP SCHULTE	Singapore	Hanseatic Shipping	Hamburg Sd	2004 / 07	Guangzhou Wenchong Shipyard, China	311	B&W;	7S60MCC	15.820	20,0	175,00	27,40	10,00	1740	1330	296	23.679	18.334	2 x 40	CAP ARNAUTI-10								
9378943	AMUR RIVER	Cyprus	Universal Shipping BV		2009 / 01	Qingshan Shipyard, China	UN 10	MAN	7L58/64	9.730	20,0	148,00	23,30	8,50	1118			13.760	9.940										
8501658	AN CHUN	Singapore	Wan Hai Steamship Co	Wan Hai	1986 / 01	Naikai Zosen Corp., Japan	502	B&W;	7L50MC	5.664	16,0	150,30	23,50	8,70	642		70	15.106	9.958	1 x 30									
9326990	ANALENA	United Kingdom	Doehle Peter Schiffahrts	MSC	2006 / 03	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1256	MAK	9M43	8.400	18,5	134,40	22,50	8,70	868	585	204	11.200	9.990	2 x 45	MSC PORTUGAL-09								
9106883	ANAN BHUM	Singapore	Regional Container Line	RCL	1996	Singapore Shipbuilding & Engineering Ltd., Singapore	368	B&W;	8L42MC	7960	17,5	146,30	22,90	8,30	1018		100	12.685	9.675	2 x 40									
7511620		Malta	Ofer Ship holding	MSC	1978 / 04	Stocznia Gdansk S.A., Poland		SUL			17,3	180,70	26,70	9,80					20.408		LORA-00	MSC ANDALUSIA-02	LORA-02	MSC ANDALUCIA II-11					
9470739	ANDERSON BRIDGE	Panama	Shoei Kisen	K-Line	2008 / 11	Imabari Shipbuilding Co. Ltd., Japan	669	B&W;	7S60MC	15.821	19,7	172,00	27,60	9,50	1700		192	21.481	17.500	None									
9152789	ANDRE' RICKMERS	Luxamburg	Rickmers & Cie	Marfret	1998 / 05	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	664	B&W;	7S70MD	19.667	20,5	195,50	30,20	11,00	2230	1744	297	30.725	25.900	3 x 45	CGM MATISSE-98	MARFRET PROVENCE-09							
9333357	ANDREA EHLER	Gibraltar	Myklebusthaug Management AS		2005 / 09	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1260	MAK	9M43	8.400	18,5	134,40	22,50	8,70	868	585	204	11.200	9.990										
9152777	ANDREAS RICKMERS	Liberia	Rickmers & Cie	KMTC	1998  / 02	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	663	B&W;	7S70MD	19.667	20,5	195,60	30,20	11,00	2230	1744	297	30.723	25.900	3 x 45	CGM RENOIR-02								
9355422	ANDROMEDA J	Antigua	Jüngerhans & Co	Arcon Shipping	2006 / 10	Detlef Hegemann Rolandwerft GmbH & Co. KG, Germany	232	MAK	8M43	7.200	18,4	139,60	22,20	7,40	974	584	170	10.986	8.246	None									
9326976	ANGELA	Gibraltar	Myklebusthaug Rederi	K-Line	2005 / 12	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1254	MAK	9M43	8.400	18,5	134,40	22,50	8,70	868	585	204	11.200	9.990	2 x 45	HASSELWERDER-09								
9399791	ANGELES	Germany	NSC Schiffahrtsgeselschaft		2009 / 10	Yangfan Ship Group, China	2054	B&W;	7L70 MCC	22.890	21,3	224,20	31,00	12,20	2797	2150	638	35.471	32.901	None									
9294965	ANGELIKA	Antigua	Intersee Schiffahrt		2005 / 01	Damen Hoogezand Scheepswerf B.V., Foxtol, Netherlands	826	MAK	9M32C	4.320	14,8	145,60	18,30	7,40	667	421	60	10.380	7.813		AKRAFELL-08								
9298600	ANGELN	Antigua	Brise Schiffahrt	APL	2004 / 03	Yangfan Ship Group, China	2011	MAK	7M43	6.300	18,0	132,60	19,20	7,20	660	395	116	9.500	8.500	2 x 50	AUSTRAL TRADER	AUSTRAL TRADER-05	APL ACAJUTLA-09						
9204972	JAGUARMAX	Bahamas	Ahrenkiel CF KG	CMA CGM	2000 / 07	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	736	B&W;	7S70MD	28.337	20,5	195,60	30,20	11,00	2226	1745	300	28.337	25.900	3 x 45	COMMANDE-03	ALICANTIA-05	SAFMARINE ILLOVO-10						
9399806	ANGOL	Germany	NSC Schiffahrtsgeselschaft		2009 / 08	Yangfan Ship Group, China	2055	B&W;	7L70 MCC	22.890	21,3	224,20	31,00	12,20	2797	2150	638	35.471	32.901	None									
9070034	CONTSHIP NEW ZEALAND	St. Vincent	Marconsult Schiffahrt	UAFL	1994	A.G. Weser Seebeckwerft, Germany	1082	B&W;	6L60MC	9.000	18,3	163,30	27,50	14,50	1684	1180	70	23.276	16.236	3 x 40	REJANE DELMAS-04	LINA-06	MARCAMPANIA-07	NILEDUTCH SHANGHAI-09	MARCAMPANIA-12				
9138288	ANIKA OLTMANN	Germany	Oltmann Verwaltung	MSC	1998 / 09	Meeres-Technik-Wismar, Germany	432	B&W;	8S60MC	16980	21,6	207,40	29,80	11,10	2470	1830	320	33.919	25.361	3 x 45	MONTEBELLO-06								
9354351	ANINA	United Kingdom	Doehle Peter Schiffahrts	OOCL	2006 / 06	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1234	MAK	9M43	8.400	18,5	149,10	21,30	8,70	1008	720	238	13.740	11.622	None	OOCL FINLAND-12	GORKY PARK-12							
9275103	CAPE FRESCO	Cyprus	Columbia Shipmanagment	CNC-Line	2004 / 02	Peene-Werft GmbH, Germany	506	B&W;	7S50	11.060	19,3	155,60	24,50	9,00	1221	908	178	16.449	14.308	None	CNC HONG KONG-09								
7361219	ANDERS MAERSK	Bahamas	KGAL Hamburg	Maersk	1975 / 00	Blohm + Voss GmbH, Germany	890	B&W;	10L90GB	33.677	24,0	239,90	30,50	11,80	2000		227	37.129	33.401	None	ANNA MAERSK-98	MAERSK BAHRAIN-04							
9219367	CHLOE	Antigua	Doehle Peter Schiffahrts	TS LINE	2002 / 03	Stocznia Szczecinska S.A., Poland	178/I/03	B&W;	7K80MC-C	26.270	22,5	220,50	32,30	12,20	3104	2430	500	41.850	35.645	3 x 45	APL PORTUGAL-04	NORASIA MAKALU-06	CSAV MOEMA-09						
9208459	ANKE EHLER	Germany	Ehler Heinz Reederei	Unifeeder	2000 / 04	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1134	MAK	T-658	5.760	17,0	118,50	18,20	7,10	658	380	102	6.650	5.056	None									
8918241	EL DORADO	Marshall Islands	Eurobulk Ltd		1990 / 04	Naikai Zosen Corp., Japan	556			11.000	18,0				950							TASMAN TRADER							
9419797	PESCARA	Liberia	NSC Schiffahrtsgeselschaft	MSC	2010 / 02	Shanghai Shipyard, China	1138	B&W;	7K90MCC	28.834	23,4	231,00	32,20	12,00	3554	2353	500	41.500	35.697	None									
9334519	PROTREMOLI	Liberia	Laeisz F		2006 / 07	Jurong Shipyard Pte. Ltd., Singapore	1077	B&W;	7K80MCC	25.270	27,0	213,00	32,20	10,50	2642	2010	300	33.000		None	GULF BRIDGE-10	PROTREMOLI-11							
7819369	NEPTUNE JADE	Liberia	S.A.M.A.M.A.	ANL	1980 / 00	Ishikajima-Harima Heavy Industries Co. Ltd, Japan	2689	SUL	12RND90M	29.559	23,0	260,00	32,30	12,50	2838	2268	150	47.841	36.859	None	PRESIDENT EISENHOWER	APL EMERALD-05	CMA CGM CAROLINA-06						
8506098	CALIFORNIA VENUS	Bahamas	Australian National Line	ANL	1985 / 01	Imabari Shipbuilding Co. Ltd., Japan	1145	B&W;	7L80MCE	16.425	20,0	218,00	32,20	11,50	1980		356	34.194	35.739	None	MED KOBE-94	CALIFORNIA VENUS-95	ASIA VENUS-95	AUSTRALIAN ENTERPRICE-01	CMA CGM ENTERPRISE-02				
9334167	ANL WANGARATTA	United Kingdom	Rickmers & Cie	CMA-CGM	2008 / 07	Dalian Shipyard, China Shipbuilding Heavy Ind. Corp. , China	CS4250-08	B&W;	8K90MCC	36.560	24,5	260,00	32,20	12,60	4250	2805	400	50.500	43.000										
9324863	LARANNA RICKMERS	Marshall Islands	Rickmers & Cie	CMA-CGM	2007 / 10	Dalian Shipyard, China Shipbuilding Heavy Ind. Corp. , China	CS4250-04	B&W;	8K90MCC	36.560	24,5	260,00	32,20	12,60	4250	2805	400	52.000	41.482		CMA CGM PURPLE-08								
9324837	VICKI RICKMERS	Marshall Islands	Rickmers & Cie	CMA-CGM	2007 / 02	Dalian Shipyard, China Shipbuilding Heavy Ind. Corp. , China	CS4250-01	B&W;	8K90MCC	36.560	24,5	260,00	32,20	12,60	4250	2805	400	50.500	43.000		CMA CGM CORAL								
9324849	MAJA RICKMERS	Marshall Islands	Rickmers & Cie	CMA-CGM	2007 / 02	Dalian Shipyard, China Shipbuilding Heavy Ind. Corp. , China	CS4250-02	B&W;	8K90MCC	36.560	24,5	260,00	32,20	12,60	4250	2805	400	50.500	43.000		CMA CGM INDIGO								
9334155	ANL WYONG	United Kingdom	Rickmers & Cie	CMA-CGM	2008 / 03	Dalian Shipyard, China Shipbuilding Heavy Ind. Corp. , China	CS4250-07	B&W;	8K90MCC	36.560	24,5	260,00	32,20	12,60	4250	2805	400	50.500	43.000										
9061291	BEROLIN	Antigua	Gerdes Bereederung		1994	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1090		MWM	3.825	15,5	100,00	18,20	6,56	509	395	52	5.535	3.992	none	BEROLIN	IBERIAN BRIDGE	UB JAGUAR	BEROLIN	RHEIN PARTNER				
9260421	ANNA MAERSK	Denmark	Maersk Line	Maersk	2003 / 02	Odense Steel Shipyard AS, Denmark	186	SUL	12RTA96C	66.176	26,0	352,60	42,80	15,00	9310	7226	817	109.000	93.496	None									
9383223	ANNA S	Liberia	Schepers R & Co	TS LINE	2008 / 05	Jiangsu Yangzijiang Shipbuilding Co. Ltd, China	72004 11C	SUL	7RTflex68B	21.490	22,0	208,50	29,80	11,40	2546	1908	536	33.800	25.360	3 x 45	EMIRATES NORIKA-09								
9215878	DONATA SCHULTE	Hong Kong	Euroseas	Maersk	2001 / 02	Hyundai Heavy Industries Ltd. Co, South Korea	1306	SUL	7RTA 72 U	21.558	22,0	210,00	30,20	11,50	2556	1850	600	33.871	26.718	3 x 45	P&O; NEDLLOYD ANDES-05								
9354454	ANNA SIRKKA	Germany	Heinrich Petra KG		2006 / 10	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1258	MAK	9M43	8.400	18,5	134,40	22,50	8,70	868	585	204	11.200	9.981	None	ANNALAND-09								
9237369	ANNA SOFIE DEDE	Antigua	Dede Friedheim KG	Borchard Line	2001 / 10	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1193	MAK	9M43	8.400	18,5	134,00	22,50	8,70	868	585	201	11.200	9.990	None	JOANNA BORCHARD-04	HOLLAND MAAS ANTILLES-06	ANNA SOFIE DEDE-09	JUDITH BORCHARD-12					
8908533	PHOENIX	Panama	Seafin Group		1990	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1050	MAK	8M601C	8.800	18,5	157,70	22,80	9,00	1048		100	15.615	10.868	2 x 40	EMIRATES JUMEIRAH-08	ANNETTE S-10	2 GO 2-12						
9306201	ANNABA	Liberia	Doehle Peter Schiffahrts		2006 / 07	Jiangsu Yangzijiang Shipbuilding Co. Ltd, China	669C	SUL	7RT-flex60C	16.520	20,0	168,00	25,30	9,90	1579	1065	250	19.500	17.000	2 x 45	TS SHENZHEN-12								
